"eventID","eventDate","decimalLatitude","decimalLongitude","geodeticDatum","minimumDepthInMeters","maximumDepthInMeters","locationID","footprintWKT","modified"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T00:54:21Z",41.2525,-69.9421,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T01:04:02Z",41.2519,-69.9425,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T01:36:36Z",41.2541,-69.9399,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T02:37:36Z",41.2454,-69.9695,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T02:47:59Z",41.2766,-69.8824,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T03:22:27Z",41.2721,-69.8981,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T09:31:48Z",41.4109,-70.0083,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T09:43:38Z",41.4183,-70.0144,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T10:36:17Z",41.4224,-70.0477,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T11:25:48Z",41.4245,-70.0724,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T12:14:07Z",41.4195,-70.0849,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T13:21:25Z",41.3989,-70.0882,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T13:26:33Z",41.3865,-70.1024,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T13:55:02Z",41.3941,-70.1089,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T13:55:02Z",41.3776,-70.0795,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T14:39:38Z",41.361,-70.0912,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T14:59:21Z",41.3673,-70.0925,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T15:11:28Z",41.3646,-70.0755,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T15:34:31Z",41.3643,-70.0744,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T19:33:15Z",41.3313,-70.0783,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T21:11:15Z",41.3718,-70.0722,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T21:45:43Z",41.3735,-70.0709,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T21:58:57Z",41.3741,-70.0729,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T23:27:18Z",41.3737,-70.0789,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-01-31T23:32:02Z",41.3739,-70.079,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T00:43:53Z",41.3801,-70.0944,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T00:47:31Z",41.3809,-70.0831,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T02:32:31Z",41.3994,-70.0672,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T02:32:42Z",41.3991,-70.068,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T02:54:54Z",41.4003,-70.0592,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T09:01:28Z",41.3918,-70.0179,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T11:54:12Z",41.3934,-70.0272,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T13:07:53Z",41.3565,-70.0529,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T13:09:26Z",41.3642,-70.051,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T13:29:38Z",41.3612,-70.0475,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T13:31:29Z",41.3564,-70.051,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T14:22:07Z",41.3507,-70.0578,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T14:49:13Z",41.349,-70.0592,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T16:28:45Z",41.3383,-70.0713,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T19:25:12Z",41.319,-70.0901,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T21:00:05Z",41.3173,-70.0901,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T22:44:39Z",41.3072,-70.1132,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
"48291772-a7b1-48f0-a428-b0110f97f59e","2020-02-01T23:13:49Z",41.3223,-70.1066,"EPSG:4326",0,0,"Release","POLYGON ((-67.4121 40.2363, -69.7911 40.2904, -70.6035 40.4449, -70.67910000000001 40.487, -71.1855 40.9593, -71.3079 41.1806, -70.28530000000001 43.6964, -69.9359 43.8012, -69.6621 43.8355, -69.1524 43.7982, -68.7291 43.647, -66.02809999999999 42.2129, -67.39109999999999 40.2468, -67.4121 40.2363))","2021-08-12T20:02:21Z"
